"id,Sleep Duration,Profession,Work Pressure,Academic Pressure,Study Satisfaction,Job Satisfaction,Dietary Habits"
"61474,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"61475,More than 8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"61477,5-6 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"61480,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"61486,5-6 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"61491,5-6 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"61498,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"61504,7-8 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"61513,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"61526,7-8 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"61530,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"61533,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"61543,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"61548,7-8 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"61554,7-8 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"61556,5-6 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"61557,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"61560,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"61566,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"61579,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"61580,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"61584,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"61592,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"61601,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"61603,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"61606,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"61611,7-8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"61612,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"61616,More than 8 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"61620,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"61621,5-6 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"61623,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"61629,5-6 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"61630,More than 8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"61633,7-8 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"61640,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"61643,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"61645,5-6 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"61649,5-6 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"61658,5-6 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"61659,5-6 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"61660,5-6 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"61666,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"61670,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"61671,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"61682,7-8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"61686,More than 8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"61688,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"61697,7-8 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"61729,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"61731,5-6 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"61739,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"61742,5-6 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"61746,5-6 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"61748,More than 8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"61751,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"61755,More than 8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"61756,7-8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"61766,5-6 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"61773,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"61779,More than 8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"61783,5-6 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"61787,5-6 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"61792,More than 8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"61824,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"61825,More than 8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"61826,5-6 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"61829,7-8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"61833,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"61838,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"61854,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"61855,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"61857,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"61861,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"61871,7-8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"61874,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"61877,7-8 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"61879,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"61881,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"61885,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Moderate"
"61888,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"61896,More than 8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"61903,7-8 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"61906,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"61912,More than 8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"61921,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"61927,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"61929,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"61930,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"61931,More than 8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"61943,More than 8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"61945,More than 8 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"61954,5-6 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"61966,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"61983,5-6 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"61985,5-6 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"61994,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"62001,5-6 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"62002,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"62004,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"62007,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"62008,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"62023,More than 8 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"62033,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62038,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62046,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"62055,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"62059,7-8 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"62063,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"62066,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"62074,More than 8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"62078,More than 8 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"62079,7-8 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"62089,5-6 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"62093,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"62107,7-8 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"62112,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"62115,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Unhealthy"
"62122,7-8 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"62131,5-6 hours,Student,0.0,2.0,1.0,0.0,Healthy"
"62136,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"62141,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"62142,7-8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"62143,More than 8 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"62144,7-8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"62145,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62153,5-6 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"62155,7-8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"62156,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"62160,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62173,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62183,Less than 5 hours,Student,0.0,2.0,1.0,0.0,Healthy"
"62201,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62206,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"62208,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62223,More than 8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62226,7-8 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"62245,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"62247,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62248,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"62250,Less than 5 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"62258,7-8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62267,5-6 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62272,More than 8 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"62275,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"62286,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"62294,7-8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62296,More than 8 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"62298,5-6 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"62300,More than 8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"62301,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"62305,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"62311,5-6 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"62317,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"62318,More than 8 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"62320,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62322,5-6 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"62340,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"62341,5-6 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"62342,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"62344,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"62345,7-8 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"62349,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"62354,7-8 hours,Student,0.0,3.0,5.0,0.0,Healthy"
"62355,5-6 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"62360,7-8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62363,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"62364,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62370,5-6 hours,Student,0.0,1.0,2.0,0.0,Healthy"
"62373,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62379,More than 8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"62382,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"62383,7-8 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"62388,7-8 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"62391,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"62394,5-6 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"62397,7-8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"62400,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62404,5-6 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"62406,5-6 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"62410,7-8 hours,Content Writer,0.0,5.0,4.0,0.0,Moderate"
"62415,5-6 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"62419,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"62423,5-6 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"62436,Less than 5 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"62444,More than 8 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"62447,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"62448,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"62451,7-8 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"62455,More than 8 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"62457,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"62458,Less than 5 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"62467,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"62470,More than 8 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"62486,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62490,7-8 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62491,5-6 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"62492,5-6 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"62502,5-6 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"62505,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"62510,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"62515,More than 8 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62517,More than 8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"62518,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62527,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"62537,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"62541,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62547,More than 8 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"62558,7-8 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"62560,Less than 5 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"62561,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Healthy"
"62562,5-6 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62566,7-8 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"62574,5-6 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"62577,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62580,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62581,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"62583,5-6 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"62590,7-8 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"62599,7-8 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"62605,More than 8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"62614,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"62618,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62621,7-8 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62631,7-8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"62634,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"62640,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62643,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"62654,5-6 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"62658,Less than 5 hours,Student,0.0,2.0,1.0,0.0,Unhealthy"
"62659,7-8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"62671,5-6 hours,Student,0.0,3.0,4.0,0.0,Moderate"
"62674,More than 8 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62677,5-6 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"62685,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"62686,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Healthy"
"62690,More than 8 hours,Student,0.0,2.0,3.0,0.0,Moderate"
"62699,5-6 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"62714,5-6 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"62718,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"62724,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"62732,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62734,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"62741,Less than 5 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"62743,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62744,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"62745,5-6 hours,Student,0.0,2.0,3.0,0.0,Unhealthy"
"62746,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62747,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62753,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"62754,More than 8 hours,Student,0.0,2.0,2.0,0.0,Healthy"
"62765,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"62766,More than 8 hours,Student,0.0,5.0,3.0,0.0,Healthy"
"62776,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62781,7-8 hours,Student,0.0,5.0,3.0,0.0,Unhealthy"
"62786,Less than 5 hours,Student,0.0,4.0,5.0,0.0,Healthy"
"62789,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"62790,More than 8 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"62797,5-6 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"62816,7-8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"62831,7-8 hours,Student,0.0,3.0,2.0,0.0,Healthy"
"62832,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"62843,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Unhealthy"
"62845,7-8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"62849,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Moderate"
"62858,7-8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"62859,7-8 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"62874,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"62887,More than 8 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"62889,7-8 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"62890,7-8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"62891,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Unhealthy"
"62895,More than 8 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"62896,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"62900,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"62901,7-8 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"62911,More than 8 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"62921,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"62922,More than 8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"62923,7-8 hours,Student,0.0,4.0,2.0,0.0,Moderate"
"62925,5-6 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"62930,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Unhealthy"
"62935,More than 8 hours,Student,0.0,3.0,3.0,0.0,Healthy"
"62938,5-6 hours,Student,0.0,3.0,5.0,0.0,Unhealthy"
"62944,More than 8 hours,Student,0.0,5.0,2.0,0.0,Healthy"
"62966,7-8 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"62967,7-8 hours,Student,0.0,1.0,3.0,0.0,Healthy"
"62985,7-8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"62989,5-6 hours,Student,0.0,4.0,4.0,0.0,Healthy"
"63004,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"63007,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"63008,5-6 hours,Student,0.0,1.0,4.0,0.0,Healthy"
"63011,7-8 hours,Student,0.0,2.0,2.0,0.0,Moderate"
"63014,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"63015,7-8 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"63038,More than 8 hours,Student,0.0,5.0,5.0,0.0,Healthy"
"63040,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"63047,5-6 hours,Student,0.0,3.0,5.0,0.0,Moderate"
"63049,7-8 hours,Student,0.0,1.0,2.0,0.0,Moderate"
"63055,More than 8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"63062,7-8 hours,Student,0.0,3.0,1.0,0.0,Moderate"
"63067,7-8 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"63068,7-8 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"63078,More than 8 hours,Student,0.0,2.0,5.0,0.0,Healthy"
"63087,7-8 hours,Student,0.0,4.0,4.0,0.0,Unhealthy"
"63093,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Unhealthy"
"63095,Less than 5 hours,Student,0.0,5.0,3.0,0.0,Moderate"
"63096,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Moderate"
"63109,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"63114,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"63116,5-6 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"63131,5-6 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"63134,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"63140,Less than 5 hours,Student,0.0,3.0,1.0,0.0,Unhealthy"
"63143,Less than 5 hours,Student,0.0,2.0,2.0,0.0,Unhealthy"
"63152,5-6 hours,Student,0.0,4.0,5.0,0.0,Moderate"
"63157,7-8 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"63163,Less than 5 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"63166,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"63167,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"63170,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"63175,7-8 hours,Student,0.0,3.0,3.0,0.0,Moderate"
"63176,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"63179,7-8 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"63187,7-8 hours,Student,0.0,1.0,5.0,0.0,Unhealthy"
"63192,7-8 hours,Student,0.0,4.0,1.0,0.0,Healthy"
"63198,More than 8 hours,Student,0.0,4.0,5.0,0.0,Unhealthy"
"63215,Less than 5 hours,Student,0.0,1.0,1.0,0.0,Moderate"
"63218,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"63219,More than 8 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"63223,7-8 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"63229,5-6 hours,Student,0.0,1.0,4.0,0.0,Moderate"
"63233,More than 8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"63238,7-8 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"63239,5-6 hours,Student,0.0,3.0,4.0,0.0,Healthy"
"63244,5-6 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"63257,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"63260,5-6 hours,Student,0.0,4.0,3.0,0.0,Healthy"
"63261,7-8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"63267,Less than 5 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"63269,Less than 5 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"63274,More than 8 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"63281,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"63302,Less than 5 hours,Student,0.0,5.0,1.0,0.0,Unhealthy"
"63309,More than 8 hours,Student,0.0,4.0,2.0,0.0,Unhealthy"
"63320,Less than 5 hours,Student,0.0,5.0,5.0,0.0,Unhealthy"
"63321,Less than 5 hours,Student,0.0,5.0,4.0,0.0,Moderate"
"63324,5-6 hours,Student,0.0,4.0,1.0,0.0,Unhealthy"
"63327,More than 8 hours,Student,0.0,4.0,3.0,0.0,Unhealthy"
"63333,5-6 hours,Student,0.0,5.0,5.0,0.0,Moderate"
"63334,7-8 hours,Student,0.0,1.0,1.0,0.0,Unhealthy"
"63342,5-6 hours,Student,0.0,3.0,1.0,0.0,Healthy"
"63352,5-6 hours,Student,0.0,2.0,3.0,0.0,Healthy"
"63355,Less than 5 hours,Student,0.0,3.0,4.0,0.0,Unhealthy"
"63358,Less than 5 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"63360,Less than 5 hours,Student,0.0,2.0,4.0,0.0,Healthy"
"63371,More than 8 hours,Student,0.0,5.0,1.0,0.0,Moderate"
"63374,5-6 hours,Student,0.0,4.0,3.0,0.0,Moderate"
"63375,5-6 hours,Student,0.0,3.0,3.0,0.0,Unhealthy"
"63379,Less than 5 hours,Student,0.0,3.0,2.0,0.0,Moderate"
"63384,5-6 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"63393,7-8 hours,Student,0.0,1.0,4.0,0.0,Unhealthy"
"63394,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Unhealthy"
"63397,Less than 5 hours,Student,0.0,2.0,5.0,0.0,Moderate"
"63403,More than 8 hours,Student,0.0,1.0,3.0,0.0,Moderate"
"63407,More than 8 hours,Student,0.0,1.0,5.0,0.0,Moderate"
"63411,Less than 5 hours,Student,0.0,5.0,2.0,0.0,Moderate"
"63418,More than 8 hours,Student,0.0,5.0,1.0,0.0,Healthy"
"63420,Less than 5 hours,Student,0.0,1.0,3.0,0.0,Unhealthy"
"63426,Less than 5 hours,Student,0.0,1.0,4.0,0.0,Healthy"
